X,Y,Z,x_park
-2.524447219384162722e-04,-1.118865741060799834e+00,-2.685948176793517828e-05,-2.585478552283152257e-04
-1.857039123836778938e-04,-1.118790005406751220e+00,2.072568914764649772e-04,-1.902063885003558291e-04
7.715520529759656299e-04,-1.118952333368822938e+00,1.521195047933174282e-03,7.901439227714988477e-04
2.745506629105651242e-03,-1.119093395809770408e+00,3.090075086686336348e-03,2.811304712612182084e-03
3.127144419952349041e-03,-1.118881582187115420e+00,3.018471996170862814e-03,3.202693001987522072e-03
3.526257788597192411e-03,-1.117837845292182442e+00,4.236374723365909922e-04,3.614818006836699286e-03
3.437254417968327314e-03,-1.117013227843626222e+00,-1.887472130264980508e-03,3.526181154245413511e-03
-1.626992746105310195e-04,-1.116367886550380328e+00,-3.707857339213013748e-03,-1.670055509717098432e-04
-1.791522543724749506e-03,-1.116724219022479536e+00,-2.648244704081342826e-03,-1.838351687016004854e-03
3.752250799436696038e-05,-1.116519966286137366e+00,-2.649203821336071352e-03,3.851039674937243250e-05
1.696086005915822814e-03,-1.116760400836099398e+00,-1.533777305638348021e-03,1.740364272221144168e-03
-1.984527181797535178e-04,-1.116891897969710445e+00,-8.989701911561037706e-04,-2.036097331462071499e-04
-1.124334810005692131e-03,-1.116392805600842975e+00,-2.147777299290512532e-03,-1.154067229204184001e-03
-1.063787071743926838e-04,-1.115948429732169567e+00,-3.297902141586706026e-03,-1.092353512097623294e-04
-1.094408112749939432e-04,-1.115820964925078318e+00,-3.553312071894965118e-03,-1.123925211937347132e-04
-8.420185420369569185e-04,-1.116448237430927470e+00,-1.896720546892785575e-03,-8.642424783485531340e-04
-4.024023959046385546e-04,-1.116772556127838545e+00,-1.081630355133644805e-03,-4.129033763760557563e-04
1.144699326624670777e-04,-1.116951015729795715e+00,-6.644289406079056937e-04,1.174383461294211956e-04
-4.330324381289635260e-04,-1.117125144990913643e+00,-2.200904313485463337e-04,-4.441924875761759858e-04
-1.085061718926361163e-03,-1.117036129696710178e+00,-4.688742266663187275e-04,-1.113114174182039786e-03
-3.346092246347964760e-04,-1.116663527078752605e+00,-1.475014534882773676e-03,-3.433746212533652893e-04
2.825144541597768288e-04,-1.116541117571052455e+00,-1.912626904296541031e-03,2.899469670148759623e-04
-5.437446756281355542e-04,-1.116876429485492039e+00,-1.159322000441276312e-03,-5.578821750081755905e-04
-1.226643785819062082e-03,-1.117273048153418546e+00,-1.811064325256683816e-04,-1.258089663422704571e-03
-1.185672779763308204e-03,-1.117373716039576914e+00,9.873472234540880965e-05,-1.215958809326590177e-03
-7.659034093159683421e-04,-1.117313943784721708e+00,-5.998035467852380620e-05,-7.855093233047812660e-04
-2.464362934914698933e-05,-1.116944402387031854e+00,-1.034735683750190316e-03,-2.528283324298308135e-05
3.123321038706050601e-04,-1.116743203438214760e+00,-1.582383377223897658e-03,3.204910643115016044e-04
-2.009994885244642537e-04,-1.116660362650993665e+00,-1.795673064354880166e-03,-2.062654435950690343e-04
-3.581893670067809454e-04,-1.116860801072246057e+00,-1.252496128962346522e-03,-3.675075402883335937e-04
-3.276844554196689518e-04,-1.116953308429876834e+00,-9.750013938364943122e-04,-3.361812105707768649e-04
-4.856657993801277717e-04,-1.117010886821278026e+00,-8.122894189161733447e-04,-4.982332604482116612e-04
-6.696405703558033773e-04,-1.116963610898870973e+00,-9.372439508113505902e-04,-6.869977410368785162e-04
-6.238600322803072862e-04,-1.116763384619888333e+00,-1.446100525195337383e-03,-6.401453276596681197e-04
-2.286181806648301951e-04,-1.116686044630271324e+00,-1.621514852506139581e-03,-2.346023173126068147e-04
6.930739009855524380e-05,-1.116645393267689856e+00,-1.686514277503825543e-03,7.112411801555267163e-05
-4.089988418949780380e-04,-1.116769830368513849e+00,-1.343861060291454135e-03,-4.196729850927290715e-04
-6.728431976620735666e-04,-1.116874830599523527e+00,-1.082597891147216163e-03,-6.903382506291173707e-04
-5.538989558306756100e-04,-1.116809282957162974e+00,-1.254849091374535264e-03,-5.683346356076564429e-04
-1.382952732316006239e-04,-1.116729950264424343e+00,-1.460033543081537544e-03,-1.419096074283013559e-04
-5.257725437757265752e-05,-1.116752891131626235e+00,-1.416053751884124856e-03,-5.395024800772704981e-05
1.151470716233282676e-04,-1.116735596364019756e+00,-1.456250308033424368e-03,1.181558325069448877e-04
1.603991842646923516e-04,-1.116832412881122449e+00,-1.199018474731569639e-03,1.645761015981312119e-04
2.884427743009287948e-05,-1.116853055306490816e+00,-1.152473999796593818e-03,2.959485765166858850e-05
-2.650983792252536997e-04,-1.116980136594030615e+00,-8.590151361021619580e-04,-2.719657673858496779e-04
-4.337227492645645555e-05,-1.116874640198564306e+00,-1.144849864539707052e-03,-4.450003985185016340e-05
1.270156329348792745e-04,-1.116832643936556346e+00,-1.254635118196248400e-03,1.303231904526765030e-04
3.294361044745286460e-04,-1.116743895730714753e+00,-1.477763503460377548e-03,3.380416571830186412e-04
3.128180164346933134e-04,-1.116784370180806896e+00,-1.376472713900372957e-03,3.209778379279030753e-04
2.984839185629639680e-04,-1.116876188053886443e+00,-1.135471033568383192e-03,3.062446592013758897e-04
1.787865153592971268e-04,-1.116896410179983867e+00,-1.090428527242129353e-03,1.834317414413309246e-04
-7.405167315961969088e-04,-1.116758401956133628e+00,-1.696465313894196525e-03,-7.598506012838570798e-04
-3.994984592190720107e-03,-1.116242990411455915e+00,-4.111622336446726922e-03,-4.101164012192339177e-03
-6.956332164677447860e-03,-1.115831826363194779e+00,-6.307198858127222030e-03,-7.143788178885839175e-03
-8.681219415342000811e-03,-1.116271723485060097e+00,-6.372719824647737896e-03,-8.911579424081331885e-03
-6.305922955220921722e-03,-1.117071408081908634e+00,-5.093359111052506161e-03,-6.468681069095783345e-03
-4.046848439010930498e-03,-1.118089641490488395e+00,-3.522384414963802834e-03,-4.147544432558467747e-03
-4.208755021655602446e-03,-1.118081192373358235e+00,-4.818187612305180334e-03,-4.313510725717099696e-03
-4.828551403560310540e-03,-1.119713996099917841e+00,-2.845179732151092988e-03,-4.941510111919743958e-03
-5.169121843830587482e-03,-1.120638601475787866e+00,-2.835674380431765784e-03,-5.285678444194101024e-03
-4.473854588005268806e-03,-1.121729040069961769e+00,-2.627463081993491878e-03,-4.570294924048494759e-03
-3.306086029083263322e-03,-1.123179875994483989e+00,-1.973951965269393760e-03,-3.372998985329243860e-03
-3.294612118623342634e-03,-1.124151097115128506e+00,-2.791854077607791584e-03,-3.358388913293648952e-03
-3.205292202866055762e-03,-1.125885451743717791e+00,-1.924094992915473257e-03,-3.262307349209403896e-03
-2.290833617891299689e-03,-1.128106919887222892e+00,8.377741800225102509e-05,-2.326994279349820817e-03
-6.281797274597517022e-04,-1.130243900905537613e+00,1.838142410830800877e-03,-6.368898504872734555e-04
-1.699775960530419683e-03,-1.131496935559348271e+00,1.071111043083550207e-03,-1.721434894521923966e-03
1.306979804633873199e-03,-1.136009109336957090e+00,9.570883732194945814e-03,1.318376640795719231e-03
3.680826028999113764e-03,-1.137026274140513715e+00,1.055043248517650856e-02,3.709589913181722196e-03
1.070654944469565800e-02,-1.140916614765971282e+00,2.037257335172176775e-02,1.075314501180916170e-02
1.831699463594426563e-02,-1.144028684606724910e+00,2.920365277523589986e-02,1.834563826988550375e-02
2.524672996468186464e-02,-1.145960300587022473e+00,3.557556493841859679e-02,2.524166164541700313e-02
3.359539349992258367e-02,-1.147448817621377071e+00,4.141274269379113804e-02,3.354092134756484628e-02
4.387539057061595749e-02,-1.149501880310685786e+00,4.958389992152856252e-02,4.371728331934937595e-02
5.261070070867202714e-02,-1.150934360683771196e+00,5.634762401688403477e-02,5.234484792352996768e-02
6.184942434675308465e-02,-1.152014157496199287e+00,6.277263490726658901e-02,6.146299548259162582e-02
7.431774558015549759e-02,-1.153918678557074973e+00,7.283871364511039503e-02,7.370051954463162358e-02
8.522009366702951172e-02,-1.155025348258543527e+00,8.044462655215665892e-02,8.439503626116556800e-02
9.589294795319983078e-02,-1.155905455799251191e+00,8.793079499421205258e-02,9.484700889877314967e-02
1.039559730745695243e-01,-1.156654143526187006e+00,9.444259174973362869e-02,1.027148539989619080e-01
1.152937550333166111e-01,-1.157337322989955064e+00,1.022308218932257845e-01,1.137805246128551911e-01
1.251567819879768340e-01,-1.157578119770009684e+00,1.084508000620513918e-01,1.234164193816405658e-01
1.347478030033851248e-01,-1.158003362999690866e+00,1.154250218772177872e-01,1.327442652755514707e-01
1.430949195249061612e-01,-1.158315220961259273e+00,1.216872507976700518e-01,1.408494769444918471e-01
1.530636000317800727e-01,-1.158362910820487146e+00,1.284091361584126789e-01,1.505466780006712579e-01
1.619661908800728578e-01,-1.158341474352058587e+00,1.344829520897577457e-01,1.591965846002474927e-01
1.690440374836698623e-01,-1.158407508163700195e+00,1.400070384528405154e-01,1.660490672386711331e-01
1.761774300314096486e-01,-1.158352312377405768e+00,1.452158260660269262e-01,1.729603604761732194e-01
1.833292963691697808e-01,-1.158024125267465454e+00,1.494542320071451935e-01,1.799191947843275241e-01
1.897786274014922614e-01,-1.157859076060297143e+00,1.539168056018226372e-01,1.861657109763623086e-01
1.946628555038779074e-01,-1.157584361877217471e+00,1.569377445169085061e-01,1.909143640693273525e-01
2.024750787136135322e-01,-1.157072799125139939e+00,1.610962584459856572e-01,1.985127436611021090e-01
2.079408806450616654e-01,-1.156594297391977166e+00,1.637219705402926939e-01,2.038432968105540199e-01
2.141715718308991878e-01,-1.156039398683336827e+00,1.666708900439773378e-01,2.099159862363121076e-01
2.197578054279999138e-01,-1.155381073017982096e+00,1.686969792152553937e-01,2.153846716556260255e-01
2.241808617264336445e-01,-1.154858920260037669e+00,1.704339652156172669e-01,2.197122174691658325e-01
2.293954200302198432e-01,-1.154058865162333358e+00,1.716735470999723456e-01,2.248460626787598393e-01
2.341214927487057507e-01,-1.153229839825852254e+00,1.724343832326952763e-01,2.295173721708858028e-01
2.381602484874395242e-01,-1.152519779362705776e+00,1.731316660102202032e-01,2.335088462763124373e-01
2.426231345014038254e-01,-1.151624763003189056e+00,1.734035801189856563e-01,2.379406753089924886e-01
2.463564104970442092e-01,-1.150727876147976891e+00,1.730168681701507727e-01,2.416779261460485773e-01
2.512854355592009092e-01,-1.149559505840876739e+00,1.725993061930837236e-01,2.466098324343997672e-01
2.550280722755446927e-01,-1.148544081722782773e+00,1.717785696155726960e-01,2.503822432361806349e-01
2.594698233759814010e-01,-1.147304477357264929e+00,1.707332973431495426e-01,2.548682356547939953e-01
2.638738928919497906e-01,-1.146009408276911445e+00,1.695152685670848758e-01,2.593323240600381441e-01
2.681696848187783422e-01,-1.144511629379966866e+00,1.674178734963123749e-01,2.637408146425800348e-01
2.717637019784815977e-01,-1.143288823688183298e+00,1.658461221025823440e-01,2.674250511485771753e-01
2.760186586653078367e-01,-1.141725732165359775e+00,1.635904346466388048e-01,2.718161745521919803e-01
2.802149785275663274e-01,-1.140083390704588862e+00,1.610487390371786731e-01,2.761740698915786663e-01
2.844747935714017628e-01,-1.138280103905904062e+00,1.580152560654384530e-01,2.806346358497484594e-01
2.882752659249642191e-01,-1.136696006276452398e+00,1.554894585715584365e-01,2.846128752323141553e-01
2.924854421267937266e-01,-1.134745025631686666e+00,1.520197406877887014e-01,2.890726020617210290e-01
2.955763258734847021e-01,-1.133155682860511604e+00,1.489391022507869367e-01,2.923895440198394646e-01
3.001272152993074704e-01,-1.130820434614284054e+00,1.445461284424723880e-01,2.972798617703668600e-01
3.036071270175919046e-01,-1.128852758060216122e+00,1.405979020934725321e-01,3.010718107861725112e-01
3.076935335482658407e-01,-1.126625765403517221e+00,1.364092714342823032e-01,3.055112743205597448e-01
3.118267797014365184e-01,-1.124226893383785342e+00,1.317736212644517457e-01,3.100483362098007678e-01
3.159050802055632934e-01,-1.121614575353710563e+00,1.264621990464762369e-01,3.145996891320596567e-01
3.194862402613297125e-01,-1.119297441146774430e+00,1.218455296562671319e-01,3.186116099528094048e-01
3.232835853094263023e-01,-1.116485908005764749e+00,1.158533039690363142e-01,3.229722846562398941e-01
3.265991882869729301e-01,-1.114006987217640798e+00,1.106912099343226735e-01,3.267965417084332524e-01
3.308939004713332688e-01,-1.110662679336401837e+00,1.037560735161491415e-01,3.318019322693402384e-01
3.337460324490108543e-01,-1.108306947942465204e+00,9.883226686539858807e-02,3.351739624269055584e-01
3.379946999589824586e-01,-1.104570816912722409e+00,9.098681470434613616e-02,3.402784481729556054e-01
3.417953151683107427e-01,-1.101175550957486537e+00,8.403946328122469112e-02,3.448777665095255629e-01
3.453590688987742130e-01,-1.097640591878364047e+00,7.664971791776253873e-02,3.493107780003786300e-01
3.484060659023043849e-01,-1.094554070302206306e+00,7.030850987201446578e-02,3.531344923723430118e-01
3.518338613661928793e-01,-1.090717873451623632e+00,6.230161158376502917e-02,3.575638318069829791e-01
3.547926999514070534e-01,-1.087293187920759907e+00,5.524732477954617804e-02,3.614385991333828874e-01
3.585526390795378271e-01,-1.082635344274012201e+00,4.572368453188610515e-02,3.664819726962404989e-01
3.614740940083704390e-01,-1.078755374630252950e+00,3.784769665035143948e-02,3.705039406216654729e-01
3.647014737389259187e-01,-1.074202223413101454e+00,2.868354026517676292e-02,3.750563909438400234e-01
3.671922359912264122e-01,-1.070815871894728932e+00,2.212991637870233286e-02,3.785459039361364075e-01
3.706297886153773202e-01,-1.065510083130982499e+00,1.173353548253380785e-02,3.835970320914364740e-01
3.736047697209036178e-01,-1.060374961397397175e+00,1.690751408953361512e-03,3.881805474645415588e-01
3.767388704304583391e-01,-1.055505796071346980e+00,-7.144516942870618448e-03,3.928574334083934083e-01
3.796665408400358155e-01,-1.051609879853902418e+00,-1.260332924156025436e-02,3.970257491946256323e-01
3.749349035479628833e-01,-1.052289517774742222e+00,-1.217466645663685398e-02,3.922236762800939136e-01
3.757961762518782223e-01,-1.053214721808404697e+00,-5.442839009748567936e-03,3.927368461434539992e-01
3.819505699276127819e-01,-1.051683803270317297e+00,-1.114366625146995249e-03,3.992002280210832366e-01
3.823557071899977844e-01,-1.052550583375320148e+00,3.241231861648714851e-03,3.992871180494618755e-01
3.848052027344899262e-01,-1.049351137958505209e+00,-1.634093372976430647e-03,4.027675744444085271e-01
3.903422560591605639e-01,-1.043146545693084626e+00,-1.110312080982239075e-02,4.103139169079403903e-01
3.871544629916962577e-01,-1.043777921883771054e+00,-1.153416793889529279e-02,4.070129754711798165e-01
3.831645762108492059e-01,-1.045806619641413082e+00,-9.169106713186638002e-03,4.024383571923136338e-01
3.871452904828909247e-01,-1.044483810526453338e+00,-7.805041021304380544e-03,4.067515953445511867e-01
3.894329045169936387e-01,-1.044714819880825818e+00,-4.622554017190305675e-03,4.088736821574227021e-01
3.864697849578708766e-01,-1.045971983013727957e+00,-3.339767365440386715e-03,4.055691723848398045e-01
3.867862737410305840e-01,-1.046187817590143343e+00,-1.861617586885862263e-03,4.057973162292651259e-01
3.887809292579957887e-01,-1.045016999906674293e+00,-2.554911193668928104e-03,4.081373541220136847e-01
3.911756934709330058e-01,-1.043999674496021157e+00,-2.862121173002260544e-03,4.108089106326763829e-01
3.897895258199984836e-01,-1.044495496175597449e+00,-2.988634700184809867e-03,4.092958922116608500e-01
3.886696104025578746e-01,-1.045194650947341986e+00,-2.193853063704717665e-03,4.079664857362519936e-01
3.873124747890540620e-01,-1.045853922735637154e+00,-1.344379479447058157e-03,4.064233961969549447e-01
3.882172514664664065e-01,-1.045057478068079915e+00,-2.003532449081420197e-03,4.075798166092444719e-01
3.890229322516104982e-01,-1.043733786468231228e+00,-4.145820223871381216e-03,4.088309999919571558e-01
3.885154536973955963e-01,-1.043827173244378903e+00,-4.361691375859039210e-03,4.083082040808059809e-01
3.870372294180131068e-01,-1.044448823716989549e+00,-4.276367349265688955e-03,4.066598638277608146e-01
3.862764007290712120e-01,-1.045107496650505841e+00,-3.330761827847153467e-03,4.056907547425140925e-01
3.865466143085470874e-01,-1.045077331530668507e+00,-2.912486801779745615e-03,4.059621625006224477e-01
3.873227853341957294e-01,-1.044763977801345778e+00,-2.663851317088350434e-03,4.068226156361697821e-01
3.878862909463013375e-01,-1.044430542435443199e+00,-2.802959506975920279e-03,4.074852652647605877e-01
3.880939072829911463e-01,-1.043330714154677041e+00,-5.233385861883391166e-03,4.080797861610907518e-01
3.880066093371322689e-01,-1.043753031654695684e+00,-4.344486347651263514e-03,4.078440699864028240e-01
3.875590567490270755e-01,-1.044165880317918127e+00,-3.714718051634882667e-03,4.072644514463374388e-01
3.870463040285466727e-01,-1.044767305831729276e+00,-2.675700660402013931e-03,4.065547962047986186e-01
3.870228327114442202e-01,-1.044980778232225571e+00,-2.180938133224508135e-03,4.064559042846357939e-01
3.880758612415935449e-01,-1.044403578170969071e+00,-2.656560058755516596e-03,4.076776937628036612e-01
3.881094891341841935e-01,-1.044338514119966810e+00,-2.814091659710207805e-03,4.077334243980172412e-01
3.887042106536412467e-01,-1.043693224327762792e+00,-3.855752529775074988e-03,4.085382927630208938e-01
3.892361810573690128e-01,-1.043733737402511519e+00,-3.337441319300402109e-03,4.090365718887319368e-01
3.895355474364968762e-01,-1.044033422581847503e+00,-2.436476929679784464e-03,4.092173337521425869e-01
3.892229445895754592e-01,-1.044206931058447418e+00,-2.381009818818155543e-03,4.088537980383810666e-01
3.887774436093092145e-01,-1.044416732560187855e+00,-2.383371785495677631e-03,4.083492121768567129e-01
3.895904050141435482e-01,-1.043995571185117432e+00,-2.761036008068304404e-03,4.092837945726321980e-01
3.900739985094402451e-01,-1.043856995624261375e+00,-2.732133289111648988e-03,4.097995203673917564e-01
3.901244046206620575e-01,-1.043864326430998579e+00,-2.744441600830135886e-03,4.098454347952662502e-01
3.903886333598863834e-01,-1.044039896090179553e+00,-2.176739597299359730e-03,4.100366995680436721e-01
3.905261482528929462e-01,-1.044099119703686629e+00,-2.017363061701943350e-03,4.101477838550340316e-01
3.904460625480251079e-01,-1.044195666072925910e+00,-1.984287451001487401e-03,4.100359134346979184e-01
3.904261513765975855e-01,-1.044271810536807843e+00,-1.955197372204467432e-03,4.099893328648946400e-01
3.905725102490638090e-01,-1.044025991950963350e+00,-2.523475838126121307e-03,4.102187604465059589e-01
3.908818329330400188e-01,-1.043940436051673526e+00,-2.561718083406119839e-03,4.105473979770317694e-01
3.907645006499246287e-01,-1.044287072166371955e+00,-1.926754730108420910e-03,4.103095499162497384e-01
3.912104268551588881e-01,-1.044212950560328368e+00,-1.780276519819878889e-03,4.107654344640460087e-01
3.913792967264014822e-01,-1.044143141993468360e+00,-1.892497591182262795e-03,4.109531113268367064e-01
3.910279781468250504e-01,-1.044294144263294477e+00,-2.010770202842668275e-03,4.105605888923171132e-01
3.909282526141477643e-01,-1.044056389364552917e+00,-2.983300092560564609e-03,4.105502890363775248e-01
3.907255611586090138e-01,-1.044210038610323465e+00,-3.123075056374047254e-03,4.102998139051663995e-01
3.906353347756905126e-01,-1.044457523243354391e+00,-2.862910741255400571e-03,4.101238487583017678e-01
3.909627551349693642e-01,-1.044560643882723072e+00,-2.480509865841085126e-03,4.104018173508464096e-01
3.912306475257263383e-01,-1.045058439205517553e+00,-1.325031291314393567e-03,4.104802724671747782e-01
3.913893704203285084e-01,-1.045216828693037447e+00,-1.032685089128279610e-03,4.105758772515903932e-01
3.913709072812133760e-01,-1.045234106479040026e+00,-1.319017857191628895e-03,4.105519039514277102e-01
3.917400458263774476e-01,-1.045346855018387755e+00,-1.026004209978614856e-03,4.108661791147871778e-01
3.917139846048284246e-01,-1.045402528660436037e+00,-1.252733458018850943e-03,4.108210759834797776e-01
3.919164661556817086e-01,-1.045460658082494554e+00,-1.181763418496142859e-03,4.109947447020170230e-01
3.919459545242699461e-01,-1.045688463044775141e+00,-8.493218794290019469e-04,4.109410242669866986e-01
3.918784907831552866e-01,-1.045706761511440375e+00,-1.020588051757712056e-03,4.108696106953275140e-01
3.923941041970972488e-01,-1.045710488022659979e+00,-6.926572384616941358e-04,4.113636321787462746e-01
3.923347351694597696e-01,-1.045798972309814667e+00,-6.821817720684131281e-04,4.112747151630383180e-01
3.922444968391005093e-01,-1.045786373332351138e+00,-9.749522674029065250e-04,4.111925740310634070e-01
3.922179369277375427e-01,-1.045760899827892887e+00,-1.199112058642232137e-03,4.111762378905672310e-01
3.922995785488033182e-01,-1.045679006076068562e+00,-1.382993386992881213e-03,4.112841767101677037e-01
3.925914551036011613e-01,-1.045695108983645927e+00,-1.091296220507576020e-03,4.115587353608713417e-01
3.928641334185115075e-01,-1.045617778453906910e+00,-1.032211090603946113e-03,4.118485111635358797e-01
3.927403728831054819e-01,-1.045586830458849592e+00,-1.230356471674992624e-03,4.117408175587201069e-01
3.927454450142059961e-01,-1.045523692029189711e+00,-1.417614945022710460e-03,4.117684683278526325e-01
3.928704198804795489e-01,-1.045370544564215187e+00,-1.684283990136051234e-03,4.119437766159664838e-01
3.927204089908311047e-01,-1.045477172211815464e+00,-1.553123191468247510e-03,4.117612056466727344e-01
3.925043404545254799e-01,-1.045575960222436152e+00,-1.500021786536395729e-03,4.115180239501818882e-01
3.926853603430373596e-01,-1.045594469169043084e+00,-1.287596666086188169e-03,4.116852245939791599e-01
3.925369648734097772e-01,-1.045609994985079449e+00,-1.376211862756354654e-03,4.115370890697528927e-01
3.924424195089333267e-01,-1.045684667908169718e+00,-1.284905587837989471e-03,4.114193495612102347e-01
3.925995542409325134e-01,-1.045540248678436646e+00,-1.493016110060821355e-03,4.116223637343746078e-01
3.926386255933327907e-01,-1.045549702482243326e+00,-1.430125961403697077e-03,4.116564836803424665e-01
3.924970577404179872e-01,-1.045634428539773619e+00,-1.353490248355210257e-03,4.114899456217390172e-01
3.906288597287892461e-01,-1.045959439714329253e+00,-2.842755295082155520e-03,4.095776391720581389e-01
3.855133470201549395e-01,-1.047313871496071691e+00,-5.930231623727341694e-03,4.041704402481351988e-01
3.815640794386707668e-01,-1.047889603832956817e+00,-9.602997476095539997e-03,4.001578282557043398e-01
3.812143193635760818e-01,-1.049107901841690227e+00,-8.828126444163725273e-03,3.993925061992101289e-01
3.851950599662273267e-01,-1.049458888456483052e+00,-5.828677584829689007e-03,4.031047379777349393e-01
3.878740152762858995e-01,-1.049239016420163484e+00,-6.251280005955706098e-03,4.057585780704490164e-01
3.875868921557755753e-01,-1.050620599755309748e+00,-5.994462372777009662e-03,4.049927899382455010e-01
3.879410121473063633e-01,-1.053504369802277241e+00,-1.871006153664617200e-03,4.043131257823836533e-01
3.878301182785726109e-01,-1.055286068571357649e+00,-1.871500394664160627e-03,4.035795484938784483e-01
3.912786705628968908e-01,-1.056299825265991643e+00,-1.367777388498997437e-03,4.065166478741448763e-01
3.917385394319009562e-01,-1.058502683417869683e+00,-1.116348878333506267e-03,4.061775966069404720e-01
3.922118000480543931e-01,-1.061251173640332501e+00,-6.729171926324606368e-04,4.056609473915509523e-01
3.950052218243853552e-01,-1.064120284103525993e+00,3.175582302654605948e-03,4.073020879176643683e-01
4.032965984627057687e-01,-1.064660031041468446e+00,8.571730210110622972e-03,4.149369327273880748e-01
4.112373159821993140e-01,-1.064718974334536661e+00,1.419432094163339264e-02,4.223713459106404056e-01
4.201908723578031690e-01,-1.067776487330167168e+00,2.993939071907789073e-02,4.296121061260282925e-01
4.292262249262356888e-01,-1.068040166249055289e+00,4.027098772897777512e-02,4.378862303019942503e-01
4.400978450284404597e-01,-1.067430933005834248e+00,5.140005753806989319e-02,4.481234741871377714e-01
4.520501647159699821e-01,-1.066765263955604670e+00,6.490812154284744673e-02,4.593036785872672834e-01
4.618697513288433365e-01,-1.066382527101474187e+00,7.750639494617864167e-02,4.683663526920172626e-01
4.729097158094316411e-01,-1.064288458150385752e+00,8.794463671041033437e-02,4.791532338036321725e-01
4.845740928728881070e-01,-1.061683384712473810e+00,9.817084043568546914e-02,4.906585908119298622e-01
4.979699031976482226e-01,-1.058004869386100832e+00,1.086026948131028347e-01,5.040980715059136807e-01
5.090212915152135809e-01,-1.055109373778162496e+00,1.190124135733265365e-01,5.150854123084476210e-01
5.205516225162438726e-01,-1.052350021573056127e+00,1.312238742015413018e-01,5.263918645826116682e-01
5.336137909790857892e-01,-1.048874401090550412e+00,1.447697188748202357e-01,5.392934055541128702e-01
5.435426849043688557e-01,-1.045927687523993344e+00,1.554333735852639342e-01,5.491956242539125510e-01
5.560473377325089173e-01,-1.042226718062845503e+00,1.694966147464103956e-01,5.616150099234979987e-01
5.650029025896559087e-01,-1.039494369302067733e+00,1.803366403161471010e-01,5.705136960712593464e-01
5.745258001599549136e-01,-1.035726152247622212e+00,1.892814339621741171e-01,5.803498350122121563e-01
5.870553639633538934e-01,-1.031117419573266636e+00,2.024036331361939167e-01,5.930909401962670691e-01
5.974094433317410635e-01,-1.026900111418768358e+00,2.127207454008667176e-01,6.037826766215725893e-01
6.027087235023556033e-01,-1.024645756953691533e+00,2.189121621908185489e-01,6.092908955073526034e-01
6.140175220878846263e-01,-1.020071403849898140e+00,2.315790310494481863e-01,6.209048348456456257e-01
6.223004022732787632e-01,-1.016611257862961804e+00,2.417127446788348566e-01,6.294427813953040740e-01
6.296341623577126345e-01,-1.013475131640025895e+00,2.508364694757633795e-01,6.370227362213980449e-01
6.358130335395326682e-01,-1.010660614233902077e+00,2.581180997792132392e-01,6.434851922903751520e-01
6.434173518758345978e-01,-1.006892097931271435e+00,2.656363457667750283e-01,6.515823043696664651e-01
6.503000232033339101e-01,-1.003547651353341452e+00,2.731369209681705490e-01,6.588656702156346912e-01
6.558205226555083867e-01,-1.000730838360770036e+00,2.789392042220376622e-01,6.647698365737227943e-01
6.620400019784921097e-01,-9.975022201790503251e-01,2.854433079233984483e-01,6.714428208917158081e-01
